Sitio,Tipo,Fecha,Transecto,Hora,Clima,Temperatura,Humedad,Personas,Bloque,Veg,Hoja,Notes,sample_date
DG-C,C,21/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",B,60,15,"4 - 3 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",C,80,10,"4 - 3 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",D,100,15,"4 - 3 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,2,20:15:00,LL,22,99.9,"DZ, JL",A,80,65,"3 - 2 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,2,20:15:00,LL,22,99.9,"DZ, JL",B,100,30,"3 - 2 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,2,20:15:00,LL,22,99.9,"DZ, JL",C,100,40,"3 - 2 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,2,20:15:00,LL,22,99.9,"DZ, JL",D,100,65,"3 - 2 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,3,20:30:00,LL,22.5,99.9,"DZ, JL",A,100,15,"4 - 2 DZ, 2 JL",2023-02-21
DG-C,C,21/02/23,3,20:30:00,LL,22.5,99.9,"DZ, JL",B,100,10,"4 - 2 DZ, 2 JL",2023-02-21
DG-C,C,21/02/23,3,20:30:00,LL,22.5,99.9,"DZ, JL",C,100,20,"4 - 2 DZ, 2 JL",2023-02-21
DG-C,C,21/02/23,3,20:30:00,LL,22.5,99.9,"DZ, JL",D,100,45,"4 - 2 DZ, 2 JL",2023-02-21
DG-C,C,21/02/23,4,20:45:00,LL,22.7,99.9,"DZ, JL",A,45,30,"4 - 3 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,4,20:45:00,LL,22.7,99.9,"DZ, JL",B,100,15,"4 - 3 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,4,20:45:00,LL,22.7,99.9,"DZ, JL",C,100,0,"4 - 3 DZ, 1 JL",2023-02-21
DG-C,C,21/02/23,4,20:45:00,LL,22.7,99.9,"DZ, JL",D,100,10,"4 - 3 DZ, 1 JL",2023-02-21
DG-N,N,21/02/23,1,21:13:00,LL,23.3,99.9,"DZ, JL",A,30,100,2 - 2 DZ,2023-02-21
DG-N,N,21/02/23,1,21:13:00,LL,23.3,99.9,"DZ, JL",B,5,100,2 - 2 DZ,2023-02-21
DG-N,N,21/02/23,1,21:13:00,LL,23.3,99.9,"DZ, JL",C,15,100,2 - 2 DZ,2023-02-21
DG-N,N,21/02/23,1,21:13:00,LL,23.3,99.9,"DZ, JL",D,5,100,2 - 2 DZ,2023-02-21
DG-N,N,21/02/23,2,21:28:00,LL,23.1,99.9,"DZ, JL",A,5,60,"5 - 4 JL, 1 DZ",2023-02-21
DG-N,N,21/02/23,2,21:28:00,LL,23.1,99.9,"DZ, JL",B,10,100,"5 - 4 JL, 1 DZ",2023-02-21
DG-N,N,21/02/23,2,21:28:00,LL,23.1,99.9,"DZ, JL",C,5,100,"5 - 4 JL, 1 DZ",2023-02-21
DG-N,N,21/02/23,2,21:28:00,LL,23.1,99.9,"DZ, JL",D,25,100,"5 - 4 JL, 1 DZ",2023-02-21
DG-N,N,21/02/23,3,21:43:00,LL,22.3,99.9,"DZ, JL",A,5,100,"6 - 3 DZ, 3 JL",2023-02-21
DG-N,N,21/02/23,3,21:43:00,LL,22.3,99.9,"DZ, JL",B,15,100,"6 - 3 DZ, 3 JL",2023-02-21
DG-N,N,21/02/23,3,21:43:00,LL,22.3,99.9,"DZ, JL",C,5,80,"6 - 3 DZ, 3 JL",2023-02-21
DG-N,N,21/02/23,3,21:43:00,LL,22.3,99.9,"DZ, JL",D,10,95,"6 - 3 DZ, 3 JL",2023-02-21
DG-N,N,21/02/23,4,22:00:00,LL,23,99.9,"DZ, JL",A,80,100,"5 - 3 JL, 2 DZ",2023-02-21
DG-N,N,21/02/23,4,22:00:00,LL,23,99.9,"DZ, JL",B,65,100,"5 - 3 JL, 2 DZ",2023-02-21
DG-N,N,21/02/23,4,22:00:00,LL,23,99.9,"DZ, JL",C,15,70,"5 - 3 JL, 2 DZ",2023-02-21
DG-N,N,21/02/23,4,22:00:00,LL,23,99.9,"DZ, JL",D,10,85,"5 - 3 JL, 2 DZ",2023-02-21
DG-B,B,22/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",A,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",B,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",C,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,1,20:00:00,LL,23.5,99.9,"DZ, JL",D,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,2,20:14:00,LL,23.6,99.9,"DZ, JL",A,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,2,20:14:00,LL,23.6,99.9,"DZ, JL",B,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,2,20:14:00,LL,23.6,99.9,"DZ, JL",C,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,2,20:14:00,LL,23.6,99.9,"DZ, JL",D,same,same,"2 - 1 DZ, 1 JL",2023-02-22
DG-B,B,22/02/23,3,20:27:00,LL,23,99.9,"DZ, JL",A,same,same,2 - 2 JL,2023-02-22
DG-B,B,22/02/23,3,20:27:00,LL,23,99.9,"DZ, JL",B,same,same,2 - 2 JL,2023-02-22
DG-B,B,22/02/23,3,20:27:00,LL,23,99.9,"DZ, JL",C,same,same,2 - 2 JL,2023-02-22
DG-B,B,22/02/23,3,20:27:00,LL,23,99.9,"DZ, JL",D,same,same,2 - 2 JL,2023-02-22
DG-B,B,22/02/23,4,20:41:00,LL,23,99.9,"DZ, JL",A,same,same,1 - 1 JL,2023-02-22
DG-B,B,22/02/23,4,20:41:00,LL,23,99.9,"DZ, JL",B,same,same,1 - 1 JL,2023-02-22
DG-B,B,22/02/23,4,20:41:00,LL,23,99.9,"DZ, JL",C,same,same,1 - 1 JL,2023-02-22
DG-B,B,22/02/23,4,20:41:00,LL,23,99.9,"DZ, JL",D,same,same,1 - 1 JL,2023-02-22
DG-V,V,22/02/23,1,21:10:00,LL,23.3,99.9,"DZ, JL",A,same,same,1 - 1 JL,2023-02-22
DG-V,V,22/02/23,1,21:10:00,LL,23.3,99.9,"DZ, JL",B,same,same,1 - 1 JL,2023-02-22
DG-V,V,22/02/23,1,21:10:00,LL,23.3,99.9,"DZ, JL",C,same,same,1 - 1 JL,2023-02-22
DG-V,V,22/02/23,1,21:10:00,LL,23.3,99.9,"DZ, JL",D,same,same,1 - 1 JL,2023-02-22
DG-V,V,22/02/23,2,21:24:00,LL,22.4,99.9,"DZ, JL",A,same,same,"3 - 2 DZ, 1 JL",2023-02-22
DG-V,V,22/02/23,2,21:24:00,LL,22.4,99.9,"DZ, JL",B,same,same,"3 - 2 DZ, 1 JL",2023-02-22
DG-V,V,22/02/23,2,21:24:00,LL,22.4,99.9,"DZ, JL",C,same,same,"3 - 2 DZ, 1 JL",2023-02-22
DG-V,V,22/02/23,2,21:24:00,LL,22.4,99.9,"DZ, JL",D,same,same,"3 - 2 DZ, 1 JL",2023-02-22
DG-V,V,22/02/23,3,21:41:00,LL,22.4,99.9,"DZ, JL",A,same,same,"5 - 3 DZ, 2 JL, Enyalioides heterolepsis",2023-02-22
DG-V,V,22/02/23,3,21:41:00,LL,22.4,99.9,"DZ, JL",B,same,same,"5 - 3 DZ, 2 JL, Enyalioides heterolepsis",2023-02-22
DG-V,V,22/02/23,3,21:41:00,LL,22.4,99.9,"DZ, JL",C,same,same,"5 - 3 DZ, 2 JL, Enyalioides heterolepsis",2023-02-22
DG-V,V,22/02/23,3,21:41:00,LL,22.4,99.9,"DZ, JL",D,same,same,"5 - 3 DZ, 2 JL, Enyalioides heterolepsis",2023-02-22
DG-V,V,22/02/23,4,21:58:00,LL,22.8,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-02-22
DG-V,V,22/02/23,4,21:58:00,LL,22.8,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-02-22
DG-V,V,22/02/23,4,21:58:00,LL,22.8,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-02-22
DG-V,V,22/02/23,4,21:58:00,LL,22.8,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-02-22
DG-N,N,23/02/23,1,20:00:00,LL,23.1,99.9,"DZ, JL",A,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,1,20:00:00,LL,23.1,99.9,"DZ, JL",B,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,1,20:00:00,LL,23.1,99.9,"DZ, JL",C,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,1,20:00:00,LL,23.1,99.9,"DZ, JL",D,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,2,20:14:00,LL,22.7,99.9,"DZ, JL",A,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,2,20:14:00,LL,22.7,99.9,"DZ, JL",B,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,2,20:14:00,LL,22.7,99.9,"DZ, JL",C,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,2,20:14:00,LL,22.7,99.9,"DZ, JL",D,same,same,1 - 1 JL,2023-02-23
DG-N,N,23/02/23,3,20:30:00,LL,22.4,99.9,"DZ, JL",A,same,same,2 - 2 DZ,2023-02-23
DG-N,N,23/02/23,3,20:30:00,LL,22.4,99.9,"DZ, JL",B,same,same,2 - 2 DZ,2023-02-23
DG-N,N,23/02/23,3,20:30:00,LL,22.4,99.9,"DZ, JL",C,same,same,2 - 2 DZ,2023-02-23
DG-N,N,23/02/23,3,20:30:00,LL,22.4,99.9,"DZ, JL",D,same,same,2 - 2 DZ,2023-02-23
DG-N,N,23/02/23,4,20:46:00,LL,22.7,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-N,N,23/02/23,4,20:46:00,LL,22.7,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-N,N,23/02/23,4,20:46:00,LL,22.7,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-N,N,23/02/23,4,20:46:00,LL,22.7,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,1,21:15:00,LL,24,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,1,21:15:00,LL,24,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,1,21:15:00,LL,24,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,1,21:15:00,LL,24,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,2,21:29:00,LL,23.1,99.9,"DZ, JL",A,same,same,"6 - 4 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,2,21:29:00,LL,23.1,99.9,"DZ, JL",B,same,same,"6 - 4 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,2,21:29:00,LL,23.1,99.9,"DZ, JL",C,same,same,"6 - 4 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,2,21:29:00,LL,23.1,99.9,"DZ, JL",D,same,same,"6 - 4 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,3,21:43:00,LL,23.4,99.9,"DZ, JL",A,same,same,"5 - 3 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,3,21:43:00,LL,23.4,99.9,"DZ, JL",B,same,same,"5 - 3 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,3,21:43:00,LL,23.4,99.9,"DZ, JL",C,same,same,"5 - 3 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,3,21:43:00,LL,23.4,99.9,"DZ, JL",D,same,same,"5 - 3 DZ, 2 JL",2023-02-23
DG-C,C,23/02/23,4,21:57:00,LL,23.5,99.9,"DZ, JL",A,same,same,"6 - 3 DZ, 3 JL",2023-02-23
DG-C,C,23/02/23,4,21:57:00,LL,23.5,99.9,"DZ, JL",B,same,same,"6 - 3 DZ, 3 JL",2023-02-23
DG-C,C,23/02/23,4,21:57:00,LL,23.5,99.9,"DZ, JL",C,same,same,"6 - 3 DZ, 3 JL",2023-02-23
DG-C,C,23/02/23,4,21:57:00,LL,23.5,99.9,"DZ, JL",D,same,same,"6 - 3 DZ, 3 JL",2023-02-23
DG-V,V,24/02/23,1,20:15:00,CL,22,99.9,"DZ, JL",A,same,same,1 - 1 JL,2023-02-24
DG-V,V,24/02/23,1,20:15:00,CL,22,99.9,"DZ, JL",B,same,same,1 - 1 JL,2023-02-24
DG-V,V,24/02/23,1,20:15:00,CL,22,99.9,"DZ, JL",C,same,same,1 - 1 JL,2023-02-24
DG-V,V,24/02/23,1,20:15:00,CL,22,99.9,"DZ, JL",D,same,same,1 - 1 JL,2023-02-24
DG-V,V,24/02/23,2,20:29:00,CL,21.2,99.9,"DZ, JL",A,same,same,"5 - 3 DZ, 2 JL",2023-02-24
DG-V,V,24/02/23,2,20:29:00,CL,21.2,99.9,"DZ, JL",B,same,same,"5 - 3 DZ, 2 JL",2023-02-24
DG-V,V,24/02/23,2,20:29:00,CL,21.2,99.9,"DZ, JL",C,same,same,"5 - 3 DZ, 2 JL",2023-02-24
DG-V,V,24/02/23,2,20:29:00,CL,21.2,99.9,"DZ, JL",D,same,same,"5 - 3 DZ, 2 JL",2023-02-24
DG-V,V,24/02/23,3,20:43:00,CL,21.1,99.9,"DZ, JL",A,same,same,6 - 6 DZ,2023-02-24
DG-V,V,24/02/23,3,20:43:00,CL,21.1,99.9,"DZ, JL",B,same,same,6 - 6 DZ,2023-02-24
DG-V,V,24/02/23,3,20:43:00,CL,21.1,99.9,"DZ, JL",C,same,same,6 - 6 DZ,2023-02-24
DG-V,V,24/02/23,3,20:43:00,CL,21.1,99.9,"DZ, JL",D,same,same,6 - 6 DZ,2023-02-24
DG-V,V,24/02/23,4,20:57:00,CL,21.1,99.9,"DZ, JL",A,same,same,"2 - 2 DZ, Bothriechis schlegelii",2023-02-24
DG-V,V,24/02/23,4,20:57:00,CL,21.1,99.9,"DZ, JL",B,same,same,"2 - 2 DZ, Bothriechis schlegelii",2023-02-24
DG-V,V,24/02/23,4,20:57:00,CL,21.1,99.9,"DZ, JL",C,same,same,"2 - 2 DZ, Bothriechis schlegelii",2023-02-24
DG-V,V,24/02/23,4,20:57:00,CL,21.1,99.9,"DZ, JL",D,same,same,"2 - 2 DZ, Bothriechis schlegelii",2023-02-24
DG-B,B,24/02/23,1,21:30:00,N,22.1,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-02-24
DG-B,B,24/02/23,1,21:30:00,N,22.1,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-02-24
DG-B,B,24/02/23,1,21:30:00,N,22.1,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-02-24
DG-B,B,24/02/23,1,21:30:00,N,22.1,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-02-24
DG-B,B,24/02/23,2,21:43:00,N,21.7,99.4,"DZ, JL",A,same,same,2 - 2 DZ,2023-02-24
DG-B,B,24/02/23,2,21:43:00,N,21.7,99.4,"DZ, JL",B,same,same,2 - 2 DZ,2023-02-24
DG-B,B,24/02/23,2,21:43:00,N,21.7,99.4,"DZ, JL",C,same,same,2 - 2 DZ,2023-02-24
DG-B,B,24/02/23,2,21:43:00,N,21.7,99.4,"DZ, JL",D,same,same,2 - 2 DZ,2023-02-24
DG-B,B,24/02/23,3,21:54:00,N,21.9,99.4,"DZ, JL",A,same,same,0,2023-02-24
DG-B,B,24/02/23,3,21:54:00,N,21.9,99.4,"DZ, JL",B,same,same,0,2023-02-24
DG-B,B,24/02/23,3,21:54:00,N,21.9,99.4,"DZ, JL",C,same,same,0,2023-02-24
DG-B,B,24/02/23,3,21:54:00,N,21.9,99.4,"DZ, JL",D,same,same,0,2023-02-24
DG-B,B,24/02/23,4,22:05:00,N,21.8,99.9,"DZ, JL",A,same,same,"3 - 2 JL, 1 DZ",2023-02-24
DG-B,B,24/02/23,4,22:05:00,N,21.8,99.9,"DZ, JL",B,same,same,"3 - 2 JL, 1 DZ",2023-02-24
DG-B,B,24/02/23,4,22:05:00,N,21.8,99.9,"DZ, JL",C,same,same,"3 - 2 JL, 1 DZ",2023-02-24
DG-B,B,24/02/23,4,22:05:00,N,21.8,99.9,"DZ, JL",D,same,same,"3 - 2 JL, 1 DZ",2023-02-24
DG-C,C,25/02/23,1,20:00:00,CL,22.7,99.9,"DZ, JL",A,same,same,"6 - 4 JL, 2 DZ",2023-02-25
DG-C,C,25/02/23,1,20:00:00,CL,22.7,99.9,"DZ, JL",B,same,same,"6 - 4 JL, 2 DZ",2023-02-25
DG-C,C,25/02/23,1,20:00:00,CL,22.7,99.9,"DZ, JL",C,same,same,"6 - 4 JL, 2 DZ",2023-02-25
DG-C,C,25/02/23,1,20:00:00,CL,22.7,99.9,"DZ, JL",D,same,same,"6 - 4 JL, 2 DZ",2023-02-25
DG-C,C,25/02/23,2,20:14:00,CL,22,99.9,"DZ, JL",A,same,same,"4 - 3 DZ, 1 JL",2023-02-25
DG-C,C,25/02/23,2,20:14:00,CL,22,99.9,"DZ, JL",B,same,same,"4 - 3 DZ, 1 JL",2023-02-25
DG-C,C,25/02/23,2,20:14:00,CL,22,99.9,"DZ, JL",C,same,same,"4 - 3 DZ, 1 JL",2023-02-25
DG-C,C,25/02/23,2,20:14:00,CL,22,99.9,"DZ, JL",D,same,same,"4 - 3 DZ, 1 JL",2023-02-25
DG-C,C,25/02/23,3,20:28:00,CL,22.4,99.9,"DZ, JL",A,same,same,"7 - 4 DZ, 3 JL",2023-02-25
DG-C,C,25/02/23,3,20:28:00,CL,22.4,99.9,"DZ, JL",B,same,same,"7 - 4 DZ, 3 JL",2023-02-25
DG-C,C,25/02/23,3,20:28:00,CL,22.4,99.9,"DZ, JL",C,same,same,"7 - 4 DZ, 3 JL",2023-02-25
DG-C,C,25/02/23,3,20:28:00,CL,22.4,99.9,"DZ, JL",D,same,same,"7 - 4 DZ, 3 JL",2023-02-25
DG-C,C,25/02/23,4,20:42:00,CL,22.5,99.9,"DZ, JL",A,same,same,"3 - 2 JL, 1 DZ",2023-02-25
DG-C,C,25/02/23,4,20:42:00,CL,22.5,99.9,"DZ, JL",B,same,same,"3 - 2 JL, 1 DZ",2023-02-25
DG-C,C,25/02/23,4,20:42:00,CL,22.5,99.9,"DZ, JL",C,same,same,"3 - 2 JL, 1 DZ",2023-02-25
DG-C,C,25/02/23,4,20:42:00,CL,22.5,99.9,"DZ, JL",D,same,same,"3 - 2 JL, 1 DZ",2023-02-25
DG-N,N,25/02/23,1,21:06:00,CL,22.5,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-02-25
DG-N,N,25/02/23,1,21:06:00,CL,22.5,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-02-25
DG-N,N,25/02/23,1,21:06:00,CL,22.5,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-02-25
DG-N,N,25/02/23,1,21:06:00,CL,22.5,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-02-25
DG-N,N,25/02/23,2,21:19:00,CL,22,99.9,"DZ, JL",A,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,2,21:19:00,CL,22,99.9,"DZ, JL",B,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,2,21:19:00,CL,22,99.9,"DZ, JL",C,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,2,21:19:00,CL,22,99.9,"DZ, JL",D,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,3,21:35:00,CL,21.8,99.9,"DZ, JL",A,same,same,"4 - 3 JL, 1 DZ",2023-02-25
DG-N,N,25/02/23,3,21:35:00,CL,21.8,99.9,"DZ, JL",B,same,same,"4 - 3 JL, 1 DZ",2023-02-25
DG-N,N,25/02/23,3,21:35:00,CL,21.8,99.9,"DZ, JL",C,same,same,"4 - 3 JL, 1 DZ",2023-02-25
DG-N,N,25/02/23,3,21:35:00,CL,21.8,99.9,"DZ, JL",D,same,same,"4 - 3 JL, 1 DZ",2023-02-25
DG-N,N,25/02/23,4,21:50:00,CL,22.5,99.9,"DZ, JL",A,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,4,21:50:00,CL,22.5,99.9,"DZ, JL",B,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,4,21:50:00,CL,22.5,99.9,"DZ, JL",C,same,same,"3 - 2 DZ, 1 JL",2023-02-25
DG-N,N,25/02/23,4,21:50:00,CL,22.5,99.9,"DZ, JL",D,same,same,"3 - 2 DZ, 1 JL",2023-02-25
LG-C,C,04/03/23,1,20:00:00,LL,23.8,99.9,"DZ, JL",A,100,15,1 - 1 JL,2023-03-04
LG-C,C,04/03/23,1,20:00:00,LL,23.8,99.9,"DZ, JL",B,100,20,1 - 1 JL,2023-03-04
LG-C,C,04/03/23,1,20:00:00,LL,23.8,99.9,"DZ, JL",C,100,10,1 - 1 JL,2023-03-04
LG-C,C,04/03/23,1,20:00:00,LL,23.8,99.9,"DZ, JL",D,10,40,1 - 1 JL,2023-03-04
LG-C,C,04/03/23,2,20:15:00,LL,23.9,99.9,"DZ, JL",A,100,15,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,2,20:15:00,LL,23.9,99.9,"DZ, JL",B,100,30,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,2,20:15:00,LL,23.9,99.9,"DZ, JL",C,100,5,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,2,20:15:00,LL,23.9,99.9,"DZ, JL",D,100,10,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,3,20:30:00,LL,23.5,99.9,"DZ, JL",A,100,30,0,2023-03-04
LG-C,C,04/03/23,3,20:30:00,LL,23.5,99.9,"DZ, JL",B,100,0,0,2023-03-04
LG-C,C,04/03/23,3,20:30:00,LL,23.5,99.9,"DZ, JL",C,100,0,0,2023-03-04
LG-C,C,04/03/23,3,20:30:00,LL,23.5,99.9,"DZ, JL",D,100,5,0,2023-03-04
LG-C,C,04/03/23,4,20:45:00,LL,23.6,99.9,"DZ, JL",A,100,30,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,4,20:45:00,LL,23.6,99.9,"DZ, JL",B,100,10,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,4,20:45:00,LL,23.6,99.9,"DZ, JL",C,100,0,2 - 2 DZ,2023-03-04
LG-C,C,04/03/23,4,20:45:00,LL,23.6,99.9,"DZ, JL",D,100,0,2 - 2 DZ,2023-03-04
LG-N,N,04/03/23,1,21:08:00,LL,23,99.9,"DZ, JL",A,100,0,2 - 2 DZ,2023-03-04
LG-N,N,04/03/23,1,21:08:00,LL,23,99.9,"DZ, JL",B,100,5,2 - 2 DZ,2023-03-04
LG-N,N,04/03/23,1,21:08:00,LL,23,99.9,"DZ, JL",C,100,30,2 - 2 DZ,2023-03-04
LG-N,N,04/03/23,1,21:08:00,LL,23,99.9,"DZ, JL",D,100,15,2 - 2 DZ,2023-03-04
LG-N,N,04/03/23,2,21:23:00,LL,23,99.9,"DZ, JL",A,100,30,0,2023-03-04
LG-N,N,04/03/23,2,21:23:00,LL,23,99.9,"DZ, JL",B,100,0,0,2023-03-04
LG-N,N,04/03/23,2,21:23:00,LL,23,99.9,"DZ, JL",C,100,15,0,2023-03-04
LG-N,N,04/03/23,2,21:23:00,LL,23,99.9,"DZ, JL",D,100,10,0,2023-03-04
LG-N,N,04/03/23,3,21:39:00,LL,23.1,99.9,"DZ, JL",A,100,15,"2 - 1 DZ, 1 JL",2023-03-04
LG-N,N,04/03/23,3,21:39:00,LL,23.1,99.9,"DZ, JL",B,100,30,"2 - 1 DZ, 1 JL",2023-03-04
LG-N,N,04/03/23,3,21:39:00,LL,23.1,99.9,"DZ, JL",C,100,5,"2 - 1 DZ, 1 JL",2023-03-04
LG-N,N,04/03/23,3,21:39:00,LL,23.1,99.9,"DZ, JL",D,100,40,"2 - 1 DZ, 1 JL",2023-03-04
LG-N,N,04/03/23,4,21:55:00,LL,23.4,99.9,"DZ, JL",A,100,15,3 - 3 JL,2023-03-04
LG-N,N,04/03/23,4,21:55:00,LL,23.4,99.9,"DZ, JL",B,100,5,3 - 3 JL,2023-03-04
LG-N,N,04/03/23,4,21:55:00,LL,23.4,99.9,"DZ, JL",C,100,0,3 - 3 JL,2023-03-04
LG-N,N,04/03/23,4,21:55:00,LL,23.4,99.9,"DZ, JL",D,100,0,3 - 3 JL,2023-03-04
PM-C,C,05/03/23,1,20:13:00,LL,24.2,99.9,"DZ, JL",A,5,30,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,1,20:13:00,LL,24.2,99.9,"DZ, JL",B,0,40,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,1,20:13:00,LL,24.2,99.9,"DZ, JL",C,0,25,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,1,20:13:00,LL,24.2,99.9,"DZ, JL",D,0,70,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,2,20:28:00,LL,23.2,99.9,"DZ, JL",A,0,70,0,2023-03-05
PM-C,C,05/03/23,2,20:28:00,LL,23.2,99.9,"DZ, JL",B,5,15,0,2023-03-05
PM-C,C,05/03/23,2,20:28:00,LL,23.2,99.9,"DZ, JL",C,10,10,0,2023-03-05
PM-C,C,05/03/23,2,20:28:00,LL,23.2,99.9,"DZ, JL",D,40,15,0,2023-03-05
PM-C,C,05/03/23,3,20:43:00,LL,23.8,99.9,"DZ, JL",A,0,70,"3 - 1 DZ, 2 JL",2023-03-05
PM-C,C,05/03/23,3,20:43:00,LL,23.8,99.9,"DZ, JL",B,0,50,"3 - 1 DZ, 2 JL",2023-03-05
PM-C,C,05/03/23,3,20:43:00,LL,23.8,99.9,"DZ, JL",C,10,30,"3 - 1 DZ, 2 JL",2023-03-05
PM-C,C,05/03/23,3,20:43:00,LL,23.8,99.9,"DZ, JL",D,15,25,"3 - 1 DZ, 2 JL",2023-03-05
PM-C,C,05/03/23,4,20:58:00,LL,23.4,99.9,"DZ, JL",A,0,80,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,4,20:58:00,LL,23.4,99.9,"DZ, JL",B,0,75,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,4,20:58:00,LL,23.4,99.9,"DZ, JL",C,10,45,"2 - 1 DZ, 1 JL",2023-03-05
PM-C,C,05/03/23,4,20:58:00,LL,23.4,99.9,"DZ, JL",D,30,15,"2 - 1 DZ, 1 JL",2023-03-05
PM-N,N,05/03/23,1,21:14:00,LL,23.7,99.9,"DZ, JL",A,5,60,3 - 3 DZ,2023-03-05
PM-N,N,05/03/23,1,21:14:00,LL,23.7,99.9,"DZ, JL",B,5,10,3 - 3 DZ,2023-03-05
PM-N,N,05/03/23,1,21:14:00,LL,23.7,99.9,"DZ, JL",C,10,20,3 - 3 DZ,2023-03-05
